ID,Organism,MIBiG_cluster,Molecular formula,Monoisotopic mass,Canonical smiles,Isomeric smiles,Reference,Unnamed: 8,InChIKey,NPAID
Gordonin 3,Gordona hydrophobica 1775/15,Unknown,C85H137N13O25,1739.984857,CCCCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCCCC1CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H](C)C(=O)N[C@@H]([C@@H](C)OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)NCC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)O1,Moormann 1997,,YYPNPJMSECKUSU-BLCKBHDWSA-N,
Gordonin 4,Gordona hydrophobica 1775/15,Unknown,C88H135N13O25,1773.969207,CCCCCCCCCCCCCCCCCCCC1CC(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)OC2OC(CO)C(O)C(O)C2O)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCCCCCCCC1CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H](C)C(=O)N[C@@H]([C@@H](C)OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)O1,Moormann 1997,,GHNSASUUCINJHT-QKWKDOSFSA-N,
Gramicidin K,Bacillus brevis sp. ATCC8185,BGC0000367,Unknown,Unknown,Unknown,Unknown,,,,
Halobacillin,Bacillus sp. CND-914,Unknown,C53H94N8O12,1034.69912,CCCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,Unknown,,,,NPA005449
Hassallidin A,Hassallia sp.,BGC0000369,C62H99N11O24,1381.686443,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)CCCCCCCCCCC)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)CCCCCCCCCCC)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,TZKSEIAJQMPEJX-AMPUKCTLSA-N,NPA005530
Hassallidin B,Hassallia sp.,BGC0000369,C69H111N11O27,1525.765087,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCC)OC2OC(C)C(O)C(O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCC)OC2OC(C)C(O)C(O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,WZKZBZMQWJNSJW-ZGCWPQFJSA-N,NPA006738
Hassallidin C1,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,TVDMUKJNRYKIEG-JXIIBJFNSA-N,
Hassallidin C2,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,KZLGWAUWKBNDMV-JXIIBJFNSA-N,
Hassallidin C3,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,FWNGQAJISYXDEO-JXIIBJFNSA-N,
Hassallidin C4,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,FHXBXYKMAPZOJX-JXIIBJFNSA-N,
Hassallidin C5,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,OBZGPNQIQTVCOI-JXIIBJFNSA-N,
Hassallidin C6,Hassallia sp.,BGC0000369,C82H130N12O34,1826.881239,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)O)C(C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,LPKJEWNAWAZEIP-JXIIBJFNSA-N,
Hassallidin D1,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,KDNSQIDIMLTVCM-ACAWRRFASA-N,
Hassallidin D2,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,LJTBEAJDMMGGTH-ACAWRRFASA-N,
Hassallidin D3,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(COC(C)=O)C(O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,OKJQYKRIZYMYOF-ACAWRRFASA-N,
Hassallidin D4,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,NAMDEAMHVYINBL-ACAWRRFASA-N,
Hassallidin D5,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(O)C(OC(C)=O)C2OC(C)=O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,JWQMDVGRJSUUEL-ACAWRRFASA-N,
Hassallidin D6,Hassallia sp.,BGC0000369,C86H131N11O34,1861.88599,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O,C/C=C1/NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(C)C(CCCCCCCCCCCCC)OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(C)OC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(C(C)OC2OC(CO)C(OC(C)=O)C(OC(C)=O)C2O)N(C)C(=O)CNC(=O)[C@@H](CCC(N)=O)NC1=O,Vestola 2014,,QUUFPUQYQSNBNA-ACAWRRFASA-N,
Helioferin A,Mycogone rosea DSM 8822,Unknown,C57H104N10O12,1120.783519,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC,CCCCCCC(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)CC(O)CC(=O)CC)C(=O)N[C@@H](C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)[C@@H](C)CC)[C@@H](C)CC,Grafe 1995,,YGRSOHXUOXMZOV-ZLQVPVCVSA-N,NPA015551
Helioferin B,Mycogone rosea DSM 8822,Unknown,C58H106N10O12,1134.799169,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)CC,CCCCCCC(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)CC(O)CC(=O)CC)C(=O)N[C@@H](C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)[C@@H](C)CC)[C@@H](C)CC,Grafe 1995,,RCPIMLSMZKFBDC-DTEIJITISA-N,NPA017074
hormaomycin,Streptomyces griseoflavus,BGC0000374,C55H69ClN10O14,1128.468325,CC=CC1CC2C(=O)OC(C)C(NC(=O)C(CC3CC3[N+](=O)[O-])NC(=O)c3ccc(Cl)n3O)C(=O)NC(C(C)c3ccccc3)C(=O)NC(CC3CC3[N+](=O)[O-])C(=O)NC(C(C)c3ccccc3)C(=O)NC(C(C)CC)C(=O)N2C1,C/C=C\[C@H]1C[C@H]2C(=O)O[C@H](C)[C@@H](NC(=O)[C@H](C[C@@H]3C[C@H]3[N+](=O)[O-])NC(=O)c3ccc(Cl)n3O)C(=O)N[C@@H]([C@H](C)c3ccccc3)C(=O)N[C@H](C[C@@H]3C[C@H]3[N+](=O)[O-])C(=O)N[C@@H]([C@H](C)c3ccccc3)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2C1,,,YOUXQVRIWHZWQN-DKPCRMJRSA-N,NPA020267
Iturin A1,Bacillus amyloliquefaciens,BGC0001098,C48H74N12O14,1042.544745,CCCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCC1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,HNAPWDKFUSLFFE-QZBZMMCASA-N,
Iturin A2,Bacillus amyloliquefaciens,BGC0001098,C49H76N12O14,1056.560395,CC(C)CCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCC1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,VOKIDQKEGUPZBD-MFTRHIOKSA-N,
Iturin A3,Bacillus amyloliquefaciens,BGC0001098,C49H76N12O14,1056.560395,CCC(C)CCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCC(C)CCCCCCCCC1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,UZIRWCBDDZAYTQ-UROJDDOBSA-N,NPA012629
Iturin A4,Bacillus amyloliquefaciens,BGC0001098,C50H78N12O14,1070.576045,CC(C)CCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCCC1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,KKIVMGDDVLIFLL-UOCWSZNHSA-N,NPA019264
Iturin A5,Bacillus amyloliquefaciens,BGC0001098,C50H78N12O14,1070.576045,CCCCCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCCCC1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,NZQWPBDCMOEBJS-UOCWSZNHSA-N,
Iturin C1,Bacillus subtilis,BGC0001098,C48H73N11O15,1043.528761,CCCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCCCCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,MVHYSGWFUVMTLO-KNYQKCNMSA-N,
Iturin C2,Bacillus subtilis,BGC0001098,C49H75N11O15,1057.544411,CC(C)CCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,JYAPYRXYDNZHOE-LKYVEELYSA-N,
Iturin C3,Bacillus subtilis,BGC0001098,C49H75N11O15,1057.544411,CCC(C)CCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CCC(C)CCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,INOHDOJRSYQZCX-WNZJMRPLSA-N,NPA006544
Iturin C4,Bacillus subtilis,BGC0001098,C50H77N11O15,1071.560061,CC(C)CCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1,CC(C)CCCCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1,Besson 1987,,QUXLPJFBZHRAAF-DPQVDTGISA-N,
